Respondent,angular/angular.js,asp.net,django,drupal,express,flask,jquery,laravel,other(s):,react.js,ruby on rails,spring,vue.js
37640,,,,,,,,,,,,,
37641,,,,,,,,,,,,,1.0
37642,,,1.0,,,,,,,1.0,1.0,,
37643,,,,,,,,,,,,,
37644,,,,,,,1.0,,,,,1.0,
37645,,,,,,,,,,,,,
37646,,,,,,,,,,,,,
37647,,,,,,,,,,,,,
37648,,,,,,,,,,,,,
37649,,,,,,,,,,,,,
37650,1.0,,,,,,1.0,,,,,,
37651,,1.0,,,,,1.0,,,1.0,,,
37652,1.0,,,,,,,,,,,,
37653,,1.0,,,,,1.0,,,1.0,,,
37654,1.0,,,,,,1.0,,,,,1.0,
37655,1.0,1.0,,,1.0,,1.0,,,1.0,,,1.0
37656,1.0,,,,,,1.0,,,,,1.0,
37657,1.0,,1.0,,,,1.0,,,,,1.0,
37658,,,,,,,1.0,,,,,,
37659,,,,,,,,,,,,1.0,
37660,,,,,,,1.0,,1.0,1.0,,,
37661,1.0,,,,,,1.0,,,,,,
37662,,,,,,,,1.0,,,,,1.0
37663,1.0,1.0,,,1.0,,1.0,,,1.0,,,
37664,1.0,,,,,,,,,,,,
37665,,,,,,,,,1.0,,,,
37666,,,,,,,,,,,,,
37667,,,,,1.0,,,,,,,,
37668,,,,,,,,,,,,1.0,
37669,,,1.0,,,,1.0,,,,,,1.0
37670,,,,,,,,,,,,,
37671,1.0,1.0,,,,,,,1.0,1.0,,,
37672,,,,,,,,,,,,,
37673,,,,,,,,,,,,,
37674,1.0,,,,,,,,,,,,
37675,,1.0,,,,,,,1.0,,,,
37676,,,,,,,,,,,,,
37677,,,,,,,,,,,,,
37678,,,,,,,,,,,,,
37679,,,,,,,1.0,,,,,,
37680,1.0,1.0,,,,,1.0,1.0,,1.0,,,1.0
37681,,,,,,,,,,,,,
37682,1.0,1.0,1.0,,,1.0,1.0,,,,,,
37683,,,,,1.0,,,,,1.0,,,
37684,,,,,,,,1.0,,,,,1.0
37685,,,,,,,1.0,,,,,1.0,
37687,,1.0,,,,,1.0,,,1.0,,,
37688,,,,,,,,,,,,,
37689,,1.0,,,,,,,,,,,
37690,,,,,,,,,,,,,
37691,,,,,,,1.0,,,,,1.0,
37692,,1.0,,,,,,,,,,,
37693,,,,,,1.0,1.0,,,,,,
37694,,,,1.0,,,1.0,,,,,,
37695,,,,,,,,,,,,1.0,
37696,,,,,,,,,,,,,
37697,,1.0,,,,,,,,,,,
37698,,,,,,,1.0,,,,,,
37699,,,,,,,,,,,,,1.0
37700,1.0,,,,1.0,,1.0,,,1.0,1.0,,1.0
37701,1.0,,,,,,1.0,,,,,,
37702,1.0,1.0,,,,,1.0,,,1.0,,,
37703,1.0,,,,,,1.0,,,,,,
37704,1.0,,,,,,,,,,1.0,,
37705,,,,,,,,,,,,,
37706,1.0,,,,,,,,,,,,1.0
37707,1.0,,,,1.0,,1.0,,,,,,
37708,1.0,,,,,,,,,,,,
37709,,,,,,1.0,,,,,,,
37710,,,,,,,,,,,,,
37711,,,1.0,,,1.0,,,1.0,,,,
37712,,,,,,,,,,,,,
37713,,1.0,,,,,1.0,1.0,,,,,
37714,,,,,,,,,,,,,
37715,,,,,1.0,,1.0,,,1.0,1.0,,
37716,,,,,,,,,,,,,
37717,,,,,,,,,,,,,
37718,,1.0,,,,,1.0,,,,,,
37719,,,,,,,,,,,,,
37720,,,,,,,,,,,,,
37721,,,1.0,,1.0,,1.0,,,1.0,,,
37722,,1.0,,,1.0,,1.0,,,1.0,,,
37723,,,,,1.0,,,,,1.0,,,
37724,,,,,,,,,,,,1.0,
37725,,,,,,,,,,,,,
37726,,1.0,,,,,1.0,,,,,,
37727,,1.0,,,,,1.0,,,,,,
37728,,,,,,,1.0,,,1.0,,,
37729,,,,,,,,,,,,,
37730,,,,,1.0,,1.0,,,1.0,,,1.0
37731,,,,,,,,,,,,,
37732,,,,,,,,,1.0,,,,
37733,,,,,1.0,,,,,1.0,,,
37734,,,,,,1.0,,,,,,,
37735,1.0,1.0,,,1.0,,1.0,,,1.0,,,
37736,1.0,1.0,,,,,,,,,,,
37737,,,,,,,,,,1.0,,,
37738,1.0,,,,1.0,,,,,,,,
37739,,,,,,,,,1.0,,,,
37740,,,,,1.0,,,,,1.0,,,
37741,,,,,,,,,,1.0,1.0,,
37742,,,,,,,,,,,,,
37743,,,,,,,,,,,,,
37744,,,,,,,,,,,,,
37745,1.0,,,,,1.0,1.0,,,,,,
37746,,1.0,,,,,,,,,,,
37747,,,,,,,,,,,,1.0,
37748,,,,,,,,,,,,,
37749,,,,,,1.0,,,1.0,,,,
37750,,1.0,,,,,,,,,,,
37751,,,,,,,1.0,,,1.0,,,
37752,1.0,,,,1.0,1.0,1.0,,,1.0,1.0,,
37753,,,,,,,,,,1.0,,1.0,
37754,1.0,1.0,,,,,1.0,,,,,,
37755,,1.0,,,,,,,,,,,
37756,,1.0,,,,,,,,,,,
37757,1.0,,,,,,,,,,,1.0,
37758,,,,,,,,,,,,,
37759,,,,,,,1.0,,,,,1.0,
37760,,,1.0,,1.0,,1.0,,,1.0,1.0,,
37761,,1.0,,,,,1.0,,,,,,
37762,,,,,,,,,,,,,
37763,,,1.0,,,,,,,,,,
37764,,1.0,,,,,,,,,,,
37765,,1.0,,,,,,,,1.0,,,
37766,,,,,,,1.0,,,,,,
37767,,,,,,,,,,1.0,,,
37768,,,,,,,,,,,,,
37769,,,,,,,,,,,,,
37770,,,,,,,,1.0,,1.0,,,
37771,,,,,,,1.0,,,,,,
37772,1.0,1.0,,,,,1.0,1.0,,,,,
37773,,,,,,,,,,,,1.0,
37774,1.0,1.0,,,,,1.0,,,,,,
37775,,,,,,,,,,,,,
37776,,,1.0,,,1.0,1.0,,,1.0,,,
37777,,,,,,,,,,,,,
37778,,,,,,,,,,,,,
37779,,,,1.0,,,,,1.0,,,,
37780,1.0,1.0,,,1.0,1.0,,,,1.0,,,1.0
37781,,,,,,,,,1.0,,,1.0,
37782,,,,,1.0,,,,1.0,,1.0,,
37783,,,,,,,,,,,,,
37784,,,,1.0,,,1.0,,,,,,
37785,,,1.0,,,,,,,,,,
37786,1.0,1.0,,,,,1.0,,,1.0,,,
37787,1.0,,,,1.0,,,,,1.0,,,
37788,,,,,,,,,,,,,
37789,1.0,1.0,,1.0,,,1.0,,,,,,
37790,,,,,,,1.0,,,,,,
37791,,,,,,,,,,,,,
37792,,1.0,,,,,1.0,,,,,,
37793,,,,,,,,,,,,,
37794,,,,,,,,,,,,,
37795,,,,,,,,,,,,,
37796,,,,,,,,,,1.0,,,
37797,,,,,,,,,,,,,
37798,,,,,,,1.0,,,,,,
37799,,,,,,,,,,,,,
37800,1.0,,1.0,,,,,1.0,,,,,
37801,,1.0,,,,,,,,,,,
37802,1.0,,,,1.0,,,,,,,,
37803,,,,,,,1.0,1.0,,1.0,,,1.0
37804,,,,,,,,,,,,,
37805,,,,1.0,,,,1.0,,,,,1.0
37806,1.0,1.0,,,,,1.0,,,1.0,,,
37807,,,,,,,,,,,,,
37808,1.0,1.0,,,,,,,,1.0,,,1.0
37809,,,,,,,,,,,,,
37810,,,,,1.0,,1.0,,,1.0,,,
37811,,,,,,,,,,1.0,,,
37812,,,,,,,,,,1.0,,,
37813,1.0,1.0,,,,,1.0,,,,,,
37814,,,,,,,,,,,,,
37815,,,,,,,,,,,,,
37816,,,,,,,1.0,,,,,1.0,
37817,,,,,,,,,,,,1.0,
37818,,,1.0,,,,1.0,,,1.0,1.0,,
37819,,,,,,,,,,,,,
37820,1.0,,,,,,1.0,,,,,,
37821,,,,,,,,,,,,,
37822,,,,,,,,,,,,,
37823,,,,,,,,,,,,,
37824,,,,,,,1.0,,1.0,,,,
37825,1.0,,,1.0,,,1.0,1.0,,,,,
37826,,,,,,,,,,,,,
37827,,1.0,,,1.0,,,,,,,,
37828,,,,,,,1.0,,1.0,,,,
37829,,1.0,,,,,1.0,,,,,,
37830,,,,,,,,,,1.0,,,
37831,,,,,,,1.0,1.0,,,,,1.0
37832,,,,,,,,,,,,,
37833,1.0,,,,,,,,,,,,
37834,,,1.0,,1.0,,1.0,,,1.0,,,1.0
37835,,,,,1.0,,,,,1.0,,,
37836,1.0,1.0,,,,,1.0,,,,,,
37837,,1.0,1.0,,,1.0,,,,1.0,,,
37838,,,,,,,,,,,,,
37839,,,,,1.0,1.0,,,,1.0,,,
37840,,,,,,,,,,1.0,,,
37841,,,,,,,,,,,,,
37842,1.0,,1.0,,,1.0,1.0,,,1.0,,,1.0
37843,,,,,,,,,,,1.0,,
37844,1.0,,1.0,,1.0,,1.0,,1.0,,,,
37845,,1.0,1.0,,,,1.0,,,,,,
37846,,,1.0,,,,,,,,,,
37847,,,,,,,,,,,,,
37848,,,,,,,,,,,,1.0,
37849,,,,,,,,,,,,,
37851,,,,,,,,,,,,1.0,
37852,,,,,1.0,,1.0,,,1.0,,,
37853,,,,1.0,,,1.0,,1.0,,,,
37854,,1.0,,,,,,,,,,,
37855,,,,,,,,,,,,,
37856,,1.0,,,,,,,,,,,
37857,,,,,,,1.0,1.0,,,,,1.0
37858,,,,,,,,,,,,,
37859,,1.0,,1.0,1.0,,1.0,1.0,,1.0,,,1.0
37860,1.0,,,,,,1.0,1.0,,1.0,1.0,1.0,1.0
37861,,,,,,,,,,1.0,,,
37862,,,,,,,1.0,,,,,,
37863,1.0,,,,,,,,,,,1.0,
37864,,,,,,,,,1.0,,,,
37865,,,,,,,,,,,,,
37866,,,,,,,,,,,,,
37867,,,,,,,,,,,,,
37868,,,,,,1.0,,,,,,,
37869,,,,,,,1.0,,,,,,
37870,,1.0,,,,,,,,1.0,,,
37871,1.0,,,,,,1.0,1.0,1.0,1.0,,,
37872,,,,,1.0,,1.0,1.0,,,,,1.0
37873,,,,,,,1.0,,,,,,
37874,,,,,,,,,,,,,
37875,,,,,,,,,,,,,
37876,,,,,,,,,,,,,
37877,,,1.0,,1.0,1.0,,,,1.0,,,
37878,,,,,,,,,,,,,
37879,,,,,,,1.0,,,,,,
37880,1.0,,,,1.0,,,,,,,,1.0
37881,,,,,,,1.0,,,,,,
37882,,,,,,1.0,,1.0,,,,,
37883,,,1.0,,,,,,,,,,
37884,1.0,,,,1.0,,1.0,1.0,,1.0,,,
37885,1.0,,,,1.0,,1.0,,,1.0,,1.0,1.0
37886,1.0,1.0,,,,,1.0,,1.0,1.0,,,
37887,,1.0,,,,,1.0,,,,,,
37888,,,,,,,,,,,,,
37889,1.0,,,,1.0,1.0,1.0,,,1.0,,,
37890,,,,,,,,,,,,,
37891,,1.0,,,,,,,,,1.0,,
37892,,,,,,,,1.0,,,,,
37893,,,,,,,,,,1.0,,,
37894,,,,1.0,1.0,,,,,,,,
37895,1.0,,,,,1.0,1.0,,,,,,1.0
37896,,,1.0,,,,,,,,,,
37897,,,,,,,,,,,,1.0,
37898,,,,,,,,,,,,,
37899,,,,,,,,,1.0,,,,
37900,,,,,,,1.0,,,,1.0,,
37901,1.0,,,,1.0,,,,,,,1.0,
37902,,,,,,,,,,,,,
37903,,1.0,,,,,,,,,,,
37904,,,,,,,,,,1.0,,,
37905,,,,,,,,,,,1.0,,
37906,,,,,,,,,,,,,
37907,,,,,,,,,,,,,
37908,1.0,,,,1.0,,1.0,1.0,,,,,
37909,,1.0,,,,,1.0,,,,,,
37910,,,,,,,,,1.0,,,,
37911,,,,,,,1.0,1.0,,,,,
37912,1.0,,,,,,,,,,,,1.0
37913,,,,,,,,,,1.0,,,
37914,,,,,,,,,,,,,
37915,1.0,,,,,,1.0,,,,,1.0,
37916,1.0,,,,,,1.0,,,,,,
37917,,,,,,,1.0,1.0,,1.0,,,
37918,,,,,,,,,,,,,
37919,,,,,1.0,,,,,,,,
37920,,,,,,,1.0,,,,,,
37921,,1.0,,,,,1.0,,,,,,
37922,,,,,,,,,,,,,
37923,,,,,,,1.0,,,,,1.0,
37924,,,,,,,,,,,,,
37925,1.0,,,,1.0,,,,,,,,
37926,,,,,,1.0,,,,,,,
37927,1.0,,,,,,1.0,1.0,,,,,
37928,,1.0,,,,,,,,1.0,,,
37929,1.0,,,,,1.0,,,,1.0,,1.0,1.0
37930,,,,,1.0,,,,,1.0,1.0,1.0,
37931,,,,,,,1.0,,,1.0,1.0,,
37932,,,,,,,1.0,,,,,,
37933,,,1.0,,,,,,1.0,1.0,,,
37934,,,,,,,,,,,,,
37935,,1.0,,1.0,1.0,,1.0,,,1.0,1.0,,1.0
37936,,,,,,,,,,,,,
37937,1.0,,,,1.0,1.0,1.0,,,1.0,,,1.0
37938,,,,,1.0,1.0,1.0,,,1.0,,,1.0
37939,1.0,,,,,,1.0,,,,1.0,,
37940,,,,,,1.0,,,,,,,
37941,,1.0,,,,1.0,1.0,,,1.0,,,1.0
37942,,,,,,,1.0,,,,,,
37943,,,1.0,,1.0,1.0,1.0,,,1.0,,,1.0
37944,,,,1.0,,,,,,,,,
37945,,,,,,,,,,,,,
37946,1.0,1.0,,,1.0,,,,,1.0,,,
37947,1.0,1.0,,,,,1.0,,,,,,1.0
37948,,1.0,,,,,,,,,,,
37949,,,,,,,1.0,,,,,,
37950,,,1.0,,,,,,,1.0,,,
37952,,,,,,,1.0,,,,,,
37953,,,,,,,1.0,,,,,1.0,
37954,,,,,1.0,,,,,1.0,,,
37955,,,,,,,,,,,,,
37956,,,,,,,,,1.0,1.0,,,
37957,1.0,,,,,,1.0,,,,,,
37958,,,,,,,,,,,,,
37959,1.0,,,,1.0,,1.0,,,,1.0,,
37960,,,1.0,,,1.0,1.0,,,,,,
37961,,,,,1.0,,1.0,,,,,,
37962,,,1.0,,1.0,1.0,,,,1.0,,,
37963,,,,,,1.0,,,,,,,1.0
37964,,,,,,,,,,,,,
37965,,,,,,,,,,,,,
37966,,1.0,,,,,,,,,,1.0,
37967,,1.0,,,,,,,,,,,
37968,,,,,,1.0,,,,1.0,,,
37969,,,1.0,,,,,,,,,,
37970,,,,,,,,,,,,,
37971,,,1.0,,,,,,,1.0,,,
37972,,1.0,,,1.0,,,,,1.0,,,
37973,,,,,,,,,,,,,
37974,,1.0,,,,,,,,,,,
37975,,,,,,,,1.0,,1.0,1.0,,
37976,,,,,,,,,,,,1.0,
37977,,,,,1.0,,,1.0,,,,,
37978,1.0,,,,1.0,1.0,1.0,,,1.0,,1.0,
37979,1.0,,,,,,,,,,,1.0,
37980,1.0,,1.0,,,,1.0,,,,,,
37981,,1.0,,,,,1.0,,,,1.0,,
37982,,,,,,,,,,,,,
37983,,,,,1.0,,,,,,,,
37984,,,,,,,,,,,,,
37985,1.0,,,,,,1.0,,,1.0,,,
37986,,1.0,,,,,1.0,,,,,,
37987,1.0,1.0,,,,,1.0,,,,,,
37988,,1.0,,,,,,,,,,,
37989,,1.0,,,,,,,,,,,1.0
37990,,,,,,,1.0,,,,,,
37991,1.0,,,,,,,,,,,,
37992,,,1.0,,,,,1.0,,,,,
37993,,,,,,,,,,,,,
37994,,,,,,,,,,,,,
37995,,,,,,,,,,,,,
37996,,,,,,,,,,,1.0,1.0,1.0
37997,,,,,,,,,,1.0,,,
37998,,,,,,,,,1.0,1.0,,,
37999,,,,,,,,,,,,1.0,
38000,,,,,,,,,,,,,
38001,1.0,1.0,,,1.0,,1.0,,,,,,
38002,,,,,,,1.0,,,1.0,,,
38003,,1.0,,,,,,,,,,,
38004,,1.0,,,,,,,,,,,
38005,,,,,,,,,,,,,
38006,,,,,1.0,,1.0,1.0,,1.0,,,1.0
38007,1.0,,,,,,,,,,,,
38008,1.0,,,,,,,,,,,,
38009,,,,,,,,,,,,,
38010,,,,,,1.0,,,,,,,
38011,,,1.0,,,,,,,,,,
38012,,1.0,,,,,,,,,,,
38013,,1.0,,,,,,,,,,,
38014,1.0,,,,1.0,,,,,1.0,,1.0,
38015,,1.0,,,,,1.0,,,,,,
38016,,,,,,,,,,1.0,1.0,,
38017,,,,,,,,,,,,,
38018,,1.0,,,1.0,,1.0,,,,,,
38019,,1.0,,,,,1.0,,1.0,1.0,,,
38020,1.0,1.0,,,,,,,,,,,
38021,,,,,,,,,,,,,
38022,,,,,1.0,,,,,1.0,,,
38023,,,1.0,,,,,,1.0,,,,
38024,,,1.0,,,,,,,,,,
38025,1.0,,,1.0,,,,1.0,,1.0,1.0,,1.0
38026,,,,,,,,,,,,,
38027,,,,,1.0,,1.0,,1.0,,,,
38028,,,,,,1.0,,,,,,,
38029,,,,,1.0,,,,,1.0,,,
38030,,1.0,,,,,,,,,,,
38031,,1.0,,,,,1.0,,,1.0,,,
38032,,,,1.0,,,1.0,1.0,,,,,
38033,,1.0,,,,,,,,,,,
38034,,,,,,,,,,,,,
38035,,,1.0,,,,,1.0,,,,,
38036,,,,,,,,,,1.0,,,
38037,,,,,,,,,,,,,
38038,,,,,,,1.0,,,,,,
38039,,1.0,,,,,,,,,,,
38040,,,,,,,,1.0,,,,,
38041,,1.0,,,,,1.0,,1.0,,1.0,,
38042,,,,,1.0,1.0,1.0,,,1.0,,1.0,
38043,,,1.0,,,,,,1.0,,,,
38044,1.0,,,,1.0,1.0,1.0,,,,,,
38045,,,,,,,,,,,,,
38046,1.0,1.0,,,,,1.0,,,,,,
38047,,,,,,1.0,,,,,,,
38048,,,,,,,,,,,,,
38049,,,,,,,,,,1.0,,,
38050,,1.0,,,,,,,,,,,
38051,,1.0,,,1.0,,1.0,1.0,,,,,
38052,,,,,,,,,,,,,
38053,,,1.0,,,1.0,,,,,,,
38054,,,,,,,,,,,,,
38055,,,,,,,1.0,,,,1.0,,
38056,1.0,1.0,,,,,1.0,1.0,,1.0,,,
38057,,1.0,,,,,1.0,,,,,,
38058,,,,,,,,,,,,,
38059,,1.0,,,,,,,,,,,
38060,,,,,,,,,,,,,
38061,,,,,,,,,,,,1.0,
38062,,,,,,,,,,,,,
38063,,,,,,,,,,,,,
38064,,,,,,,,1.0,,,,,1.0
38065,,1.0,,,,,,,,,,,
38066,,,1.0,,,,,,,,,,
38067,1.0,,,,1.0,,,,,1.0,,,
38068,1.0,1.0,,,,,1.0,,,,,,
38069,,1.0,,,,,1.0,,,,,,
38070,,,,,,,,,,,,,
38071,,,,,,,,,,,,,
38072,1.0,,,,,,1.0,,,,,1.0,
38073,,,,,,1.0,1.0,,,,,,1.0
38074,,,,,,,,,,,,,
38075,,,1.0,,,,,,,1.0,,,
38076,,,,,,,1.0,1.0,,,,,
38077,1.0,,,,,1.0,1.0,,,,1.0,,
38078,1.0,,,1.0,,,1.0,,,,,,
38079,,,,,,,,,,,,,
38080,,,,,,,,,1.0,1.0,,,1.0
38081,,,,,,,,,1.0,,,,
38082,,,,,,,,,,,,1.0,
38083,,,,,,,,,,,1.0,,
38084,,,,,,,,,,,,,
38085,1.0,,,,,,1.0,,,1.0,,,1.0
38086,1.0,1.0,,,1.0,,,,,,,,1.0
38087,1.0,1.0,,,,,1.0,,,,,,
38088,,,,,,,,,,,,1.0,
38089,,,,,,,,,,1.0,1.0,,
38090,1.0,1.0,,,,,,,,,,,
38091,,,,,,1.0,1.0,1.0,,,,,1.0
38092,1.0,1.0,,,,,,,,,,,
38093,,,,,,,,,,1.0,,,
38094,1.0,,,,,,,,,,1.0,,
38095,,,,,,,,,,,,,
38096,,,1.0,,,,1.0,,,,,,
38097,,,,,,,1.0,,,,,1.0,
38098,,,,,,,,,,,,1.0,
38099,,,,,,,,,1.0,,,,
38100,,,,,,,,,,,,,
38101,,,,,,,,,,,,,
38102,,,,,,,,,,,,1.0,
38103,1.0,,1.0,,,,1.0,,,,,,
38104,,,,,,,,,,,,,
38105,,,,,,,,,,,,,
38106,1.0,1.0,,,,,1.0,,,,,,
38107,1.0,1.0,,,,,,,,,,,
38108,,,,,,,,,,,,,
38109,,,,,,,1.0,,,,,,
38110,,,,,,,,,,,,,
38111,1.0,1.0,,,1.0,,,,,1.0,,,
38112,,1.0,,,,,,,,,,,
38113,,,,,,,,,,,,,
38114,,,,,,,1.0,,,1.0,,,
38115,,1.0,,1.0,,,1.0,,,,,,
38116,1.0,,,,,,1.0,,,,,,
38117,,,,,,,1.0,,,,,,
38118,,,1.0,,,1.0,,,,1.0,,,
38119,1.0,1.0,,,,,1.0,,,,,,
38120,,,,,,,1.0,,,1.0,,,
38121,1.0,1.0,,,,,1.0,,,,,,
38122,,,,,,,,,,,,,
38123,,1.0,,1.0,,,1.0,,,,,,
38124,,,,,,,,,,,,,
38125,,,,1.0,1.0,1.0,1.0,,,1.0,1.0,,1.0
38126,,1.0,,,,,1.0,,,1.0,,,
38127,,,,,,,,,,,,,
38128,,,,,,,,,,,,,
38129,,,,,,,1.0,1.0,,1.0,,,
38130,,,,1.0,,,1.0,1.0,,,,,1.0
38131,,,,,,,,,,1.0,,,
38132,,,,,,,,,1.0,1.0,,1.0,
38133,,,,,,,,,,,,,
38134,,1.0,,,,,1.0,,,,,,
38135,,,,,,,,,,,,,
38136,,,,,,,1.0,1.0,,1.0,,,
38137,,,,,,,,,,,,,
38138,,,,,,1.0,,,,,,,
38139,,,,,,,,,,,,,
38140,,1.0,,,,,1.0,,,,,1.0,
38141,1.0,1.0,,,1.0,,1.0,,,1.0,,,1.0
38142,1.0,1.0,,,,,1.0,,,1.0,,,
38143,,,,,,,,,,1.0,,,
38144,,,,,,,,,,,,,
38145,,,,,,,1.0,,1.0,,,,
38146,,,,,1.0,,,,,1.0,,,
38147,,,,,,,,,,1.0,,,
38148,,,,,,,,,,,,,
38149,1.0,,,,1.0,1.0,1.0,,,1.0,,,
38150,1.0,,,,,,,,,,,,
38151,,,1.0,,1.0,1.0,,,,,,,
38152,1.0,,,,,,,,,,,,
38153,,,,,,,,,,,,,
38154,,,,,,,,,,,,,
38155,,,1.0,,,,1.0,,,,,,
38156,,,,,,,,,,,,,
38157,1.0,,,,1.0,,1.0,,,,,,
38158,,1.0,1.0,,,1.0,1.0,,,,,,1.0
38159,,1.0,,,,,1.0,1.0,,1.0,,,
38160,,1.0,,,,,,,,,,,
38161,1.0,,,,,,,,,,,,
38162,,1.0,,,,,1.0,,,,,,
38163,,,,,,,,,,,,,
38164,,,,,,1.0,,,,,,,
38165,1.0,1.0,,1.0,1.0,,1.0,,,,,,1.0
38166,,,1.0,,,,,,,1.0,,,
38167,,,,,,,,,,,,,
38168,,1.0,,,1.0,,1.0,,,1.0,,,1.0
38169,,,,,,,1.0,,,,,,
38170,,,1.0,,,,,,,1.0,,,
38171,1.0,,,,1.0,,1.0,,,1.0,,,
38172,,,,,,,,1.0,,1.0,1.0,,
38173,,1.0,,,,,,,,,,,
38174,,,,,,,,,,,,,
38175,,,1.0,,,,,,,1.0,,1.0,1.0
38176,,,,1.0,,,1.0,1.0,,1.0,,,
38177,,1.0,,,,,,,,,,,
38178,,,,,,,,,,,,,
38179,,,,,,,,,,1.0,1.0,,
38180,1.0,,,,1.0,,1.0,,,,,1.0,
38181,,,,,,,1.0,,,1.0,,,
38182,,,1.0,,,1.0,,,,,,,1.0
38183,,,,,,,,,,,,1.0,
38184,,,,,,,,,,,,,
38185,,,,,,,,,,,,,
38186,,,,,,,,,,,,,
38187,,,,,,,,,,1.0,,,
38188,,,,,,,1.0,,1.0,,,,
38189,,1.0,,,,,1.0,,,,,,
38190,,,,,,,,,,,,,
38191,1.0,,,,,,1.0,1.0,,1.0,1.0,,
38192,,,,,,,,,,,,,
38193,,,,,,,,,,,,,
38194,,,,,1.0,,1.0,,,1.0,,,
38195,,,,,,1.0,,,,1.0,,,
38196,,,,,,,,,,1.0,,,
38197,,,,,,,1.0,,,,,,1.0
38198,1.0,1.0,,,1.0,,1.0,,,1.0,,,
38199,,,,,1.0,,,,,1.0,,,
38200,,1.0,,,,,,,,,,,
38201,,1.0,,,,,1.0,,,,,,
38202,1.0,,,,,,,,,1.0,,,
38203,,1.0,,,,,,,,,,,
38204,,,1.0,,,,,,,,,,
38205,,,,,,,,,1.0,,,,
38206,,,,,,,,,,,,,
38207,,,,,,,1.0,1.0,,,,,
38208,,,,,,,,,,,,,
38209,,,,,,,,,,,,,
38210,1.0,1.0,,,,,,,,,1.0,,
38211,,1.0,,,,,,,,,,,
38212,,,1.0,,,,,,,,,,
38213,,,,,1.0,,1.0,1.0,,,,,1.0
38214,,,,,,,,1.0,,,,,
38215,,,,,,,,,,,,,
38216,,,,,,,,,,,,,1.0
38217,,,,,,,,,,,,,
38218,1.0,,,,1.0,,,,,1.0,,,
38219,,,,,,,1.0,1.0,,,,,1.0
38220,,1.0,,,,,,,,,,,
38221,1.0,1.0,,,,,1.0,,,,,1.0,
38222,,,,,,,,,,,,,
38223,,1.0,,,,,1.0,1.0,,,,,1.0
38224,,,1.0,,,,,,,,,,
38225,,,,,,,,,,,,,
38226,,,,,1.0,,1.0,,,,,,1.0
38227,,1.0,,,1.0,,,,,,,,
38228,,,,,,,,,,,,,
38229,,,,,,,1.0,,,1.0,1.0,,
38230,,,,,,,1.0,,,,1.0,,
38231,,1.0,1.0,,,,1.0,,,,,,
38232,,1.0,,1.0,,,1.0,,,,,,
38233,1.0,,,,,,,,,,,,1.0
38234,1.0,1.0,,,,,1.0,,,,,,
38235,1.0,,,,,,,,,1.0,,1.0,
38236,,,,,,,,,,,,,
38237,,,,,,,1.0,,,,1.0,,
38238,,,,,1.0,,,,,,,,1.0
38239,,,,,,,1.0,,,1.0,,,1.0
38240,,,,,,,,,,,,,
38241,1.0,,,,,,1.0,1.0,,,,,
38242,,,,,,,,,,,,,
38243,,,,1.0,,,1.0,1.0,,,,,
38244,1.0,,,,,,1.0,,,1.0,,,1.0
38245,,,,,,,,,,,,,
38246,1.0,,,,,,,,,,,1.0,
38247,,,,,,,,,,,,,
38248,,,,,,,,,,,,,
38249,,,,,,,,,,,,,
38250,,,,,,,1.0,,,,,,
38251,,,,,,,,,,,,,
38252,,,,,,,,,,1.0,,,
38253,,,,,,,,,,,,,
38254,,,,,,,,,,,1.0,,
38255,,,,,,,,,,,,1.0,
38256,,,,,,,,,,1.0,,,
38257,,1.0,,,,,,,,,,,
38258,,,,,,1.0,,,,,,,
38259,,,,,,,,,,,,,
38260,,,,,1.0,,,,,1.0,,,
38261,,,,,,,,,,,,,
38262,,,,,,,,,,,,1.0,
38263,,,,,,,1.0,1.0,,,,,1.0
38264,,,,,1.0,,1.0,,,,,,
38265,,1.0,,,,,1.0,,,,,,
38266,,1.0,,,,,1.0,,,,,,
38267,,,,,,,,,,,,,
38268,,,1.0,,,,,,,,,,
38269,,,,,,,,,,,1.0,1.0,
38270,1.0,,,,1.0,,1.0,,,,,,1.0
38271,1.0,,1.0,,,,1.0,,,1.0,,,1.0
38272,,,,,1.0,1.0,,,,1.0,,,
38273,,,,,1.0,,1.0,,,1.0,,,1.0
38274,,,,,,,,,,,,,
38275,,,,,,,,,,1.0,,1.0,
38276,1.0,,1.0,,1.0,,,,,,,,1.0
38277,,,,,,,,,,,,,
38278,,,,,,,,,,1.0,,,
38279,,,,1.0,,,1.0,,,1.0,,,
38280,,,,,,,,,,,,,1.0
38281,,,1.0,,,1.0,1.0,,,,,,
38282,,,,,,,,,,,,,
38283,1.0,,,,,,,,1.0,,,,
38284,,,,,,,,,,,,,
38285,,1.0,,,,,,,,,,,
38286,,,,,1.0,,1.0,,,1.0,,,1.0
38287,,,,,1.0,,1.0,,1.0,1.0,,1.0,1.0
38288,,1.0,,,,,,,,,,,
38289,,,,,,,,,,,,,
38290,,,,,,,1.0,,,,,,
38291,1.0,1.0,,,,,,,1.0,,,,
38292,,1.0,,,1.0,,1.0,,,1.0,,,
38293,,,,,,,,,,,,,
38294,,,,,,,,,,,,,
38295,,1.0,,,,,,,,1.0,,,
38296,,,,,,,1.0,,1.0,,,,
38297,1.0,1.0,,,,,1.0,,,,,,
38298,,,,,,,,,,,,,
38299,,,,,,,,,,,,1.0,
38300,,,,,,,,,1.0,,,,
